code,name_en,sector_33,sector_17
6736,SUNCORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6737,EIZO Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6740,Japan Display Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6741,"Nippon Signal Company,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6742,"Kyosan Electric Manufacturing Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6743,"Daido Signal Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6744,NOHMI BOSAI LTD.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6745,HOCHIKI CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6750,"ELECOM CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6752,Panasonic Holdings Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6753,Sharp Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6754,ANRITSU CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6757,"OSG CORPORATION CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6758,SONY GROUP CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6762,TDK Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6763,"Teikoku Tsushin Kogyo Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6768,TAMURA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6769,"THine Electronics,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6770,"ALPS ALPINE CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6771,"IKEGAMI TSUSHINKI CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6772,"Tokyo Cosmos Electric Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6775,TB GROUP INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6776,"Tensho Electric Industries Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
6777,santec Holdings Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6778,"Artiza Networks,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6779,"NIHON DEMPA KOGYO CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6785,"SUZUKI CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6786,RVH Inc.,Services,"IT & SERVICES, OTHERS"
6787,"Meiko Electronics Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6788,"NIHON TRIM CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6794,"Foster Electric Company,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6797,"NAGOYA ELECTRIC WORKS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6798,SMK Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6800,"YOKOWO CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6803,TEAC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6804,Hosiden Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6806,"HIROSE ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6807,"Japan Aviation Electronics Industry,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6809,TOA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6810,"Maxell,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6814,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6817,SUMIDA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6819,"Izu Shaboten Resort Co.,Ltd",Services,"IT & SERVICES, OTHERS"
6820,ICOM INCORPORATED,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6822,"Oi Electric Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6823,"RION CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6824,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6832,"AOI ELECTRONICS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6834,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6835,ALLIED TELESIS HOLDINGS K.K.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6836,"PLAT'HOME CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6837,"KYOSHA CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6838,"TAMAGAWA HOLDINGS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6840,"AKIBA Holdings Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6841,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6844,"Shindengen Electric Manufacturing Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6845,Azbil Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6848,DKK-TOA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6849,NIHON KOHDEN CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6850,Chino Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6853,"KYOWA ELECTRONIC INSTRUMENTS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6856,"HORIBA,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6857,ADVANTEST CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6859,ESPEC CORP.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6861,KEYENCE CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6862,MINATO HOLDINGS INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6863,NIRECO CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6864,NF HOLDINGS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6866,HIOKI E.E.CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6867,LEADER ELECTRONICS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6869,SYSMEX CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6870,"Fenwal Controls of Japan,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6871,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6874,KYORITSU ELECTRIC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6875,MegaChips Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6877,Obara Group Incorporated,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6882,"Sansha Electric Manufacturing Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6888,ACMOS INC.,Information & Communication,"IT & SERVICES, OTHERS"
6890,Ferrotec Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6894,"PULSTEC INDUSTRIAL CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6897,TWINBIRD CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6898,"TOMITA ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6899,ASTI CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6901,"SAWAFUJI ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6902,DENSO CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6904,"HARADA INDUSTRY CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6905,"COSEL CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6907,"GEOMATEC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6908,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6912,KIKUSUI HOLDINGS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6914,"OPTEX GROUP Company,Limited",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6915,"CHIYODA INTEGRE CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6918,AVAL DATA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6919,KEL CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6920,Lasertec Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6923,"Stanley Electric Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6925,USHIO INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6926,"OKAYA ELECTRIC INDUSTRIES CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6927,"Helios Techno Holding Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6928,"ENOMOTO Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6929,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6932,ENDO Lighting Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6941,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6942,"SOPHIA HOLDINGS CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
6943,"NKK SWITCHES CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6946,"Nippon Avionics Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6947,ZUKEN INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6951,JEOL Ltd.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6952,"CASIO COMPUTER CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6954,FANUC CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6955,FDK CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6958,CMK CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6960,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6961,ENPLAS CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6962,DAISHINKU CORP.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6963,ROHM COMPANY LIMITED,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6964,"SANKO CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6965,HAMAMATSU PHOTONICS K.K.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6966,"Mitsui High-tec,Inc.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6969,"MATSUO ELECTRIC CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6971,KYOCERA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6976,"TAIYO YUDEN CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6977,"JAPAN RESISTOR MFG. CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6981,"Murata Manufacturing Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6982,"The Lead Co.,Inc.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6986,FUTABA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6988,NITTO DENKO CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
6989,"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6993,"Daikokuya Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
6994,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6995,"TOKAI RIKA CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
6996,NICHICON CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6997,NIPPON CHEMI-CON CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6998,"Nippon Tungsten Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
6999,KOA CORPORATION,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7003,"MITSUI E&S Co.,Ltd.",Machinery,MACHINERY
7004,Kanadevia Corporation,Machinery,MACHINERY
7011,"Mitsubishi Heavy Industries,Ltd.",Machinery,MACHINERY
7012,"Kawasaki Heavy Industries,Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7013,IHI Corporation,Machinery,MACHINERY
7014,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7018,Naikai Zosen Corporation,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7021,"NITCHITSU CO.,LTD.",Machinery,MACHINERY
7022,Sanoyas Holdings Corporation,Machinery,MACHINERY
7030,SPRIX Inc.,Services,"IT & SERVICES, OTHERS"
7031,Inbound Tech Inc.,Services,"IT & SERVICES, OTHERS"
7033,"Management Solutions Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7034,"Prored Partners CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7035,"and factory,inc",Services,"IT & SERVICES, OTHERS"
7036,eMnet Japan.co.ltd.,Services,"IT & SERVICES, OTHERS"
7037,teno.Holdings Company Limited,Services,"IT & SERVICES, OTHERS"
7038,Frontier Management Inc.,Services,"IT & SERVICES, OTHERS"
7039,BRIDGE International Group Corp.,Services,"IT & SERVICES, OTHERS"
7040,"SUN-LIFE HOLDING CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7041,"CRG HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7042,"ACCESS GROUP HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7043,"Alue Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7044,PIALA INC.,Services,"IT & SERVICES, OTHERS"
7046,TDSE Inc.,Services,"IT & SERVICES, OTHERS"
7047,PORT INC.,Services,"IT & SERVICES, OTHERS"
7048,VELTRA Corporation,Services,"IT & SERVICES, OTHERS"
7049,"SHIKIGAKU.Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7050,FRONTIER INTERNATIONAL INC.,Services,"IT & SERVICES, OTHERS"
7056,"Maruc Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7057,"New Constructor's Network Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7058,"Kyoei Security Service Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7059,"COPRO-HOLDINGS.Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7060,geechs inc.,Services,"IT & SERVICES, OTHERS"
7061,Japan Hospice Holdings Inc.,Services,"IT & SERVICES, OTHERS"
7062,"Fureasu Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7063,Birdman Inc.,Services,"IT & SERVICES, OTHERS"
7064,"Howtelevision,Inc.",Services,"IT & SERVICES, OTHERS"
7065,UPR Corporation,Services,"IT & SERVICES, OTHERS"
7066,"Peers Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7067,Branding Technology Inc.,Services,"IT & SERVICES, OTHERS"
7068,Feedforce Group Inc.,Services,"IT & SERVICES, OTHERS"
7069,"CyberBuzz,Inc.",Services,"IT & SERVICES, OTHERS"
7071,"Amvis Holdings,Inc.",Services,"IT & SERVICES, OTHERS"
7072,"Intimate Merger,Inc.",Services,"IT & SERVICES, OTHERS"
7073,"JAIC Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7074,Twenty-four seven Holdings Inc.,Services,"IT & SERVICES, OTHERS"
7075,"QLS Holdings Co.,Ltd",Services,"IT & SERVICES, OTHERS"
7077,"ALiNK Internet,INC.",Services,"IT & SERVICES, OTHERS"
7078,INCLUSIVE Holdings Inc.,Services,"IT & SERVICES, OTHERS"
7079,"WDB coco CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7080,"Sportsfield Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7081,"Koyou Rentia Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7082,"Jimoty,Inc.",Services,"IT & SERVICES, OTHERS"
7083,AHC GROUP INC.,Services,"IT & SERVICES, OTHERS"
7084,Smile Holdings Inc.,Services,"IT & SERVICES, OTHERS"
7085,"CURVES HOLDINGS Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7087,"WILLTEC Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7088,Forum Engineering Inc.,Services,"IT & SERVICES, OTHERS"
7089,"for Startups,Inc.",Services,"IT & SERVICES, OTHERS"
7090,Ligua Inc.,Services,"IT & SERVICES, OTHERS"
7091,"Living Platform,Ltd.",Services,"IT & SERVICES, OTHERS"
7092,Fast Fitness Japan Incorporated,Services,"IT & SERVICES, OTHERS"
7093,"adish Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7094,NexTone Inc.,Services,"IT & SERVICES, OTHERS"
7095,"Macbee Planet,Inc.",Services,"IT & SERVICES, OTHERS"
7096,StemCell Institute,Services,"IT & SERVICES, OTHERS"
7097,"SAKURASAKU PLUS,Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
7098,Agent Inc.,Services,"IT & SERVICES, OTHERS"
7102,"NIPPON SHARYO,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7105,"Mitsubishi Logisnext Co.,Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7110,Kurashicom Inc.,Retail Trade,RETAIL TRADE
7111,"INEST,Inc.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7112,"CUBE CO.,LTD.",Retail Trade,RETAIL TRADE
7114,"Foodison,Inc.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7115,AlphaPurchase Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7116,"DAIWA TSUSHIN Co.,Ltd",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7119,"halmek holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
7120,SHINKO Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7122,"THE KINKI SHARYO CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7126,"Global Style Co.,Ltd.",Retail Trade,RETAIL TRADE
7127,"Ikka Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
7128,UNISOL Holdings Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7129,Miahelsa Holdings Corporation,Retail Trade,RETAIL TRADE
7130,"YAMAE GROUP HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7131,NOMURA CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7132,FLOBAL CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7133,"HYUGA PRIMARY CARE Co.,Ltd.",Retail Trade,RETAIL TRADE
7134,"UP GARAGE GROUP Co.,Ltd.",Retail Trade,RETAIL TRADE
7135,"JAPAN CRAFT HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
7136,"Wellbin Group Co.,Ltd.",Retail Trade,RETAIL TRADE
7137,"Grantomato Co.,Ltd.",Retail Trade,RETAIL TRADE
7138,"TORICO Co.,Ltd.",Retail Trade,RETAIL TRADE
7139,"TOKYO KOATSU Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7140,Petgo Corporation,Retail Trade,RETAIL TRADE
7148,"Financial Partners Group Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
7150,"THE SHIMANE BANK,LTD.",Banks,BANKS
7157,LIFENET INSURANCE COMPANY,Insurance,FINANCIALS (EX BANKS)
7161,"Jimoto Holdings,Inc.",Banks,BANKS
7162,"ASTMAX Co.,Ltd.",Electric Power and Gas,ELECTRIC POWER & GAS
7164,"ZENKOKU HOSHO Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
7167,"Mebuki Financial Group,Inc.",Banks,BANKS
7170,"CHUOU INTERNATIONAL GROUP CO.,LTD.",Insurance,FINANCIALS (EX BANKS)
7172,"Japan Investment Adviser Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
7173,"Tokyo Kiraboshi Financial Group,Inc.",Banks,BANKS
7175,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
7176,"Simplex Financial Holdings Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
7177,"GMO Financial Holdings,Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
7180,"Kyushu Financial Group,Inc.",Banks,BANKS
7181,"JAPAN POST INSURANCE Co.,Ltd.",Insurance,FINANCIALS (EX BANKS)
7182,"JAPAN POST BANK Co.,Ltd.",Banks,BANKS
7183,"Anshin Guarantor Service Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
7184,"THE FIRST BANK OF TOYAMA,LTD.",Banks,BANKS
7185,Hirose Tusyo Inc.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
7186,"Yokohama Financial Group,Inc.",Banks,BANKS
7187,"J-LEASE CO.,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
7189,"Nishi-Nippon Financial Holdings,Inc.",Banks,BANKS
7191,Entrust Inc.,Other Financing Business,FINANCIALS (EX BANKS)
7192,Mortgage Service Japan Limited,Other Financing Business,FINANCIALS (EX BANKS)
7196,Casa Inc.,Other Financing Business,FINANCIALS (EX BANKS)
7198,SBI ARUHI Corporation,Other Financing Business,FINANCIALS (EX BANKS)
7199,"Premium Group Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
7201,"NISSAN MOTOR CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7202,ISUZU MOTORS LIMITED,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7203,TOYOTA MOTOR CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7205,"HINO MOTORS,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7208,KANEMITSU CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7211,MITSUBISHI MOTORS CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7212,F-TECH INC.,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7213,LECIP HOLDINGS CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7214,GMB CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7215,"FALTEC Co.,Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7217,"TEIN,INC.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7218,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7219,"HKS CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7220,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7222,"NISSAN SHATAI CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7224,"ShinMaywa Industries,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7226,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7228,DAYTONA CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7229,"YUTAKA GIKEN CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7231,"TOPY INDUSTRIES,LIMITED",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7235,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7236,"T.RAD Co., Ltd.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
